MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUEL,FUELCONSUMPTION_COMB,CO2EMISSIONS
2014,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,196
2014,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,191
2014,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,184
2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,191
2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1,184
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,191
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1,184
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10,207
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,196
2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,191
2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,M6,Z,9.1,184
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10,207
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,196
2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,191
2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,184
2014,MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,9.2,189
2014,MITSUBISHI,LANCER,COMPACT,2,4,M5,X,9.6,191
2014,MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,10.5,218
2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,AM6,Z,14.2,288
2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,M5,Z,14,283
2014,MITSUBISHI,LANCER RALLIART,COMPACT,2,4,AM6,Z,13.4,267
2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,AV6,X,9.6,198
2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,M5,X,9.8,198
2014,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,138
2014,MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7,147
2014,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.5,198
2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,209
2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3,6,AS6,Z,11.5,235
2014,MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,9.6,200
2014,MITSUBISHI,RVR,SUV - SMALL,2,4,M5,X,9.9,202
2014,MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,AV6,X,9.8,207
2014,NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,253
2014,NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,264
2014,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13,262
2014,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.5,269
2014,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,175
2014,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.8,214
2014,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,19.1,380
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,283
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,260
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,A5,X,14.7,292
2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,15.7,315
2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,14.8,301
2014,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5,297
2014,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.7,186
2014,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,9.5,198
2014,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.3,200
2014,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,12.3,251
2014,NISSAN,MURANO AWD,SUV - SMALL,3.5,6,AV,X,13.2,271
2014,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,AV,X,10,214
2014,NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12,244
2014,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.3,253
2014,NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,9.1,202
2014,NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12.5,255
2014,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,191
2014,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5,198
2014,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,7.8,161
2014,NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.7,179
2014,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,17.9,359
2014,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,19.7,398
2014,NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.2,152
2014,NISSAN,VERSA,COMPACT,1.6,4,M5,X,8.6,177
2014,NISSAN,XTERRA 4WD,SUV - SMALL,4,6,A5,X,16.1,327
2014,NISSAN,XTERRA 4WD,SUV - SMALL,4,6,M6,X,15.2,315
2014,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,11.6,232
2014,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.5,246
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.8,237
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Z,12.4,246
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,12,242
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.6,253
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.3,248
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,12.8,253
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.7,253
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.9,258
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.6,232
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.4,246
2014,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,12.1,244
2014,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.6,248
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.4,246
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.6,251
2014,PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,16,322
2014,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,274
2014,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,274
2014,PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7,274
2014,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,274
2014,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,212
2014,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,228
2014,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,225
2014,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,239
2014,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,13.6,276
2014,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,M6,Z,15.8,313
2014,PORSCHE,CAYENNE DIESEL,SUV - STANDARD,3,6,A8,D,12.2,281
2014,PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,8,A8,Z,15.9,320
2014,PORSCHE,CAYENNE S,SUV - STANDARD,4.8,8,A8,Z,15,299
2014,PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3,6,A8,Z,11.8,251
2014,PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,15.9,315
2014,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,212
2014,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5,228
2014,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3,225
2014,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.9,239
2014,PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,251
2014,PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,255
2014,PORSCHE,PANAMERA 4S,FULL-SIZE,3,6,AM7,Z,13.4,260
2014,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,AM7,Z,13.7,264
2014,PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,292
2014,PORSCHE,PANAMERA S,FULL-SIZE,3,6,AM7,Z,13.4,260
2014,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.3,294
2014,PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,297
2014,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,340
2014,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.8,313
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.6,354
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.3,324
2014,RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,12.1,286
2014,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,290
2014,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.5,285
2014,RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,11.6,275
2014,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,274
2014,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,269
2014,RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,260
2014,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3,262
2014,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,E,18.6,254
2014,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,19.1,368
2014,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,19.1,368
2014,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,A8,Z,20.7,393
2014,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A8,Z,20.7,393
2014,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A8,Z,20.7,393
2014,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A8,Z,20.7,393
2014,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,A8,Z,18.7,359
2014,SCION,FR-S,MINICOMPACT,2,4,AS6,Z,9.6,193
2014,SCION,FR-S,MINICOMPACT,2,4,M6,Z,10.9,218
2014,SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.6,143
2014,SCION,tC,COMPACT,2.5,4,AS6,X,10.2,207
2014,SCION,tC,COMPACT,2.5,4,M6,X,10.2,207
2014,SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,228
2014,SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.9,228
2014,SCION,xD,SUBCOMPACT,1.8,4,A4,X,8.8,184
2014,SCION,xD,SUBCOMPACT,1.8,4,M5,X,8.6,182
2014,SMART,FORTWO CABRIOLET,TWO-SEATER,1,3,AM5,Z,6.9,147
2014,SMART,FORTWO COUPE,TWO-SEATER,1,3,AM5,Z,6.9,147
2014,SRT,VIPER COUPE,TWO-SEATER,8.4,10,M6,Z,20,389
2014,SRT,VIPER GTS COUPE,TWO-SEATER,8.4,10,M6,Z,20,389
2014,SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.6,196
2014,SUBARU,BRZ,MINICOMPACT,2,4,M6,Z,11,221
2014,SUBARU,FORESTER AWD,SUV - SMALL,2,4,AV,Z,10.2,218
2014,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV,X,9.6,198
2014,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.9,223
2014,SUBARU,IMPREZA AWD,COMPACT,2,4,AV,X,8.7,179
2014,SUBARU,IMPREZA AWD,COMPACT,2,4,M5,X,9.6,196
2014,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M5,Z,12.6,258
2014,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M6,Z,14.2,288
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,AV,X,8.7,179
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,M5,X,9.6,196
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M5,Z,12.6,258
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M6,Z,14.2,288
2014,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV,X,9.7,198
2014,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,11.3,228
2014,SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AS5,X,13.3,267
2014,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV,X,9.9,207
2014,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,10.8,225
2014,SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AS5,X,13.4,269
2014,SUBARU,TRIBECA AWD,SUV - SMALL,3.6,6,AS5,X,14.7,301
2014,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,AV,X,9.5,196
2014,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,M5,X,10.2,212
2014,SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2,4,AV,X,8.1,177
2014,TOYOTA,4RUNNER (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.3,297
2014,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,AS5,X,14.3,297
2014,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.3,221
2014,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.5,189
2014,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.1,221
2014,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.5,131
2014,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.8,138
2014,TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,177
2014,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.1,168
2014,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8,163
2014,TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.3,170
2014,TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.7,156
2014,TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,7.8,159
2014,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,A4,X,9.4,196
2014,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,M5,X,8.9,189
2014,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4,6,A5,X,14.3,297
2014,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4,6,M6,X,15.4,320
2014,TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,11.7,237
2014,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,12.6,258
2014,TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,13,264
2014,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8,191
2014,TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,7.9,189
2014,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.7,110
2014,TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.6,108
2014,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.3,126
2014,TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10,205
2014,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.4,216
2014,TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,10.6,218
2014,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,19,384
2014,TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,12.9,260
2014,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.2,285
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,12.2,251
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.3,235
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4,6,M6,X,14.5,301
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,13.1,274
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.8,271
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,14.7,306
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,15.3,322
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4,6,AS5,X,14.8,310
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,329
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.6,356
2014,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,347
2014,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.1,373
2014,TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.4,230
2014,TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.6,253
2014,TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,235
2014,TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,12.9,260
2014,TOYOTA,YARIS,COMPACT,1.5,4,A4,X,7.9,168
2014,TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.8,163
2014,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,A6,X,9.5,196
2014,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,200
2014,VOLKSWAGEN,BEETLE,COMPACT,2,4,A6,Z,10.3,209
2014,VOLKSWAGEN,BEETLE,COMPACT,2,4,M6,Z,10.8,216
2014,VOLKSWAGEN,BEETLE,COMPACT,2.5,5,A6,X,10.9,225
2014,VOLKSWAGEN,BEETLE,COMPACT,2.5,5,M5,X,11.2,221
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,A6,X,9.8,200
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,A6,Z,10.3,214
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,M6,Z,10.8,216
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.5,5,A6,X,11.2,232
2014,VOLKSWAGEN,BEETLE TDI,COMPACT,2,4,A6,D,8.2,197
2014,VOLKSWAGEN,BEETLE TDI,COMPACT,2,4,M6,D,8.5,197
2014,VOLKSWAGEN,CC,COMPACT,2,4,A6,Z,11.1,223
2014,VOLKSWAGEN,CC,COMPACT,2,4,M6,Z,11.6,225
2014,VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,A6,Z,14.3,283
2014,VOLKSWAGEN,EOS,SUBCOMPACT,2,4,A6,Z,10.9,221
2014,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,A6,X,11,218
2014,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,M5,X,11.2,216
2014,VOLKSWAGEN,GOLF WAGON TDI,STATION WAGON - SMALL,2,4,A6,D,8.2,194
2014,VOLKSWAGEN,GOLF WAGON TDI,STATION WAGON - SMALL,2,4,M6,D,7.9,186
2014,VOLKSWAGEN,JETTA,COMPACT,1.8,4,A6,X,9.5,189
2014,VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.4,189
2014,VOLKSWAGEN,JETTA,COMPACT,2,4,A6,X,10.6,216
2014,VOLKSWAGEN,JETTA,COMPACT,2,4,M5,X,10.4,207
2014,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,A6,Z,10.2,207
2014,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,M6,Z,10.6,212
2014,VOLKSWAGEN,JETTA TDI,COMPACT,2,4,A6,D,7.9,186
2014,VOLKSWAGEN,JETTA TDI,COMPACT,2,4,M6,D,7.9,186
2014,VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,1.4,4,AM7,Z,5.6,124
2014,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A6,X,9.9,198
2014,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,10,198
2014,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,A6,X,11,223
2014,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,M5,X,11.4,225
2014,VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,A6,Z,12.4,248
2014,VOLKSWAGEN,PASSAT TDI,MID-SIZE,2,4,A6,D,8.1,192
2014,VOLKSWAGEN,PASSAT TDI,MID-SIZE,2,4,M6,D,8,184
2014,VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6,A6,X,14.2,278
2014,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,A6,Z,11.7,246
2014,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,M6,Z,13.6,267
2014,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,A6,Z,11.7,246
2014,VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,13.8,281
2014,VOLKSWAGEN,TOUAREG TDI,SUV - STANDARD,3,6,AS8,D,12.3,281
2014,VOLVO,S60,COMPACT,2.5,5,AS6,X,11.3,223
2014,VOLVO,S60 AWD,COMPACT,2.5,5,AS6,X,11.6,232
2014,VOLVO,S60 AWD,COMPACT,3,6,AS6,X,13.2,264
2014,VOLVO,S80,MID-SIZE,3.2,6,AS6,X,11.9,235
2014,VOLVO,S80 AWD,MID-SIZE,3,6,AS6,X,13.2,264
2014,VOLVO,XC60,SUV - SMALL,3.2,6,AS6,X,13,258
2014,VOLVO,XC60 AWD,SUV - SMALL,3,6,AS6,X,13.4,271
2014,VOLVO,XC60 AWD,SUV - SMALL,3.2,6,AS6,X,13.2,264
2014,VOLVO,XC70 AWD,SUV - SMALL,3,6,AS6,X,13.4,271
2014,VOLVO,XC70 AWD,SUV - SMALL,3.2,6,AS6,X,12.9,260
2014,VOLVO,XC90 AWD,SUV - STANDARD,3.2,6,AS6,X,14.9,294
